Name,SOS#,Assn Type,# of Units,Telephone,Address1,Address2,City,State,Zip Code,County
Quadro Homeowners Association,3523-1997,SUB,47,(702) 737-0190,C/O The Property Group,3286 Brentwood St,Las Vegas,NV,89121,Clark
"Wheatherstone Condominium Corp., Inc.",2050-1984,REG,100,(702) 737-0190,C/O The Property Group,3286 Brentwood St,Las Vegas,NV,89121,Clark
Forest Hills Homeowners Association Inc.,1397-1979,REG,102,(702) 737-0190,C/O The Property Group,3286 Brentwood St,Las Vegas,NV,89121,Clark
"Carmels At Spanish Trail Association, The",1643-1989,SUB,87,(702) 367-8747,C/O The Spanish Trail Master Associaiton,7495 Mission Hills Dr,Las Vegas,NV,89113,Clark
Horizons Edge Homeowners Association,0483482012-7,REG,303,(702) 515-2042,C/O Thoroughbred Management,2555 W Cheyenne Ave,N Las Vegas,NV,89032,Clark
"Crossings Homeowners Association, The",0638482010-2,REG,77,(702) 515-2042,C/O Thoroughbred Management,2555 W. Cheyenne Ave,N Las Vegas,NV,89032,Clark
Serrano Community Association,10353-2004,SUB,59,(702) 515-2042,C/O Thoroughbred Management,2555 W Cheyenne Ave,N Las Vegas,NV,89032,Clark
Palm Terrace Homeowners' Association,0504042005-2,REG,40,(702) 515-2042,C/O Thoroughbred Management,2555 W Cheyenne Ave,N Las Vegas,NV,89032,Clark
Elsinore Homeowners Association,0665502005-2,REG,221,(702) 515-2042,C/O Thoroughbred Management,2555 W Cheyenne Ave,N Las Vegas,NV,89032,Clark
Talasera And Vicanto Homeowners' Association,24439-2004,REG,316,(702) 515-2042,C/O Thoroughbred Management,2555 W Cheyenne Ave,N Las Vegas,NV,89032,Clark
Arroyo Summit Homeowners Association,0325252012-9,REG,22,(702) 515-2042,C/O Thoroughbred Management,2555 W Cheyenne Ave,N Las Vegas,NV,89032,Clark
Davyn Ridge Homeowners' Association,0661692006-0,REG,438,(702) 515-2042,C/O Thoroughbred Management,2555 W Cheyenne Ave,N Las Vegas,NV,89032,Clark
Copper Creek Estates Homeowners Association,0485062006-1,REG,320,(702) 515-2042,C/O Thoroughbred Management,2555 W Cheyenne Ave,N Las Vegas,NV,89032,Clark
Treasures Landscape Maintenance Association,26049-1999,REG,162,(702) 515-2042,C/O Thoroughbred Management,2555 W Cheyenne Ave,N Las Vegas,NV,89032,Clark
Jasmine Homeowners Association,982-2002,REG,296,(702) 515-2042,C/O Thoroughbred Management,2555 W Cheyenne Ave,N Las Vegas,NV,89032,Clark
Ladera Park Homeowner'S Association,0358702005-4,SUB,616,(702) 515-2042,C/O Thoroughbred Management,2555 W Cheyenne Ave,N Las Vegas,NV,89032,Clark
Sunrise Ridge Master Homeowners Association,18836-2002,MSTR,1194,(702) 515-2042,C/O Thoroughbred Management,2555 W Cheyenne Ave,N Las Vegas,NV,89032,Clark
Sweetwater Homeowners Association Inc,29883-1997,REG,85,(702) 515-2042,C/O Thoroughbred Management,2555 W Cheyenne Ave,N Las Vegas,NV,89032,Clark
Tropical Meadows Homeowners Association Inc,11537-1995,REG,80,(702) 515-2042,C/O Thoroughbred Management,2555 W Cheyenne Ave,N Las Vegas,NV,89032,Clark
Timber Ridge Ii Homeowners Association,24674-2004,REG,26,(702) 515-2042,C/O Thoroughbred Management,2555 W Cheyenne Ave,N Las Vegas,NV,89032,Clark
Eagle Ranch Homeowners Association,0914612005-7,REG,25,(702) 515-2042,C/O Thoroughbred Management,2555 W Cheyenne Ave,N Las Vegas,NV,89032,Clark
Auburn And Bradford At Providence Homeowners' Association,0035752006-0,SUB,275,(702) 515-2042,C/O Thoroughbred Management,2555 W Cheyenne Ave,N Las Vegas,NV,89032,Clark
Timber Ridge Homeowners' Association,2254-2004,REG,39,(702) 515-2042,C/O Thoroughbred Management,2555 W Cheyenne Ave,N Las Vegas,NV,89032,Clark
Beaumont Homeowners Association,0358602006-3,REG,86,(702) 515-2042,C/O Thoroughbred Management,2555 W Cheyenne Ave,N Las Vegas,NV,89032,Clark
Copper Crest Homeowners Association Inc,12533-1994,REG,230,(702) 515-2042,C/O Thoroughbred Management,2555 W Cheyenne Ave,N Las Vegas,NV,89032,Clark
Meridian Owners Association,27902-2001,REG,83,(702) 515-2042,C/O Thoroughbred Management,2555 W Cheyenne Ave,N Las Vegas,NV,89032,Clark
Foxborough Homeowners Association,0218492005-8,REG,175,(702) 515-2042,C/O Thoroughbred Management,2555 W Cheyenne Ave,N Las Vegas,NV,89032,Clark
Solamar Cove Homeowners Association,0237362012-5,REG,137,(702) 515-2042,C/O Thoroughbred Management,2555 W Cheyenne Ave,N Las Vegas,NV,89032,Clark
Catalina Cove Homeowners Association,0418782012-4,REG,181,(702) 515-2042,C/O Thoroughbred Management,2555 W Cheyenne Ave,N Las Vegas,NV,89032,Clark
Monte Cristo Estates Homeowners Association,9264-2000,REG,8,(702) 515-2042,C/O Thoroughbred Management,2555 W Cheyenne Ave,N Las Vegas,NV,89032,Clark
Silverado 129 Homeowners Association,22809-1996,REG,134,(702) 515-2042,C/O Thoroughbred Management,2555 W Cheyenne Ave,N Las Vegas,NV,89032,Clark
Aviana Homeowners Association Inc,14942-1995,REG,57,(702) 515-2042,C/O Thoroughbred Management,2555 W. Cheyanne Avenue,N Las Vegas,NV,89032,Clark
Northgate Homeowners Association,10041-1995,REG,101,(702) 515-2042,C/O Thoroughbred Management,2555 W Cheyenne Ave,N Las Vegas,NV,89032,Clark
Somerset Community Homeowners Association,0160592006-2,REG,83,(702) 515-2042,C/O Thoroughbred Management,2555 W Cheyenne Ave,N Las Vegas,NV,89032,Clark
Independence Ii Homeowners' Association,24628-2003,REG,224,(702) 515-2042,C/O Thoroughbred Management,2555 W Cheyenne Ave,N Las Vegas,NV,89032,Clark
Alpine Meadows Estates Homeowners Association The,7447-1996,REG,19,(702) 515-2042,C/O Thoroughbred Management,2555 W Cheyenne Ave,N Las Vegas,NV,89032,Clark
Prairie Rose Homeowners Association,6278-2000,REG,188,(702) 515-2042,C/O Thoroughbred Management,2555 W Cheyenne Ave,N Las Vegas,NV,89032,Clark
Allerton Park Homeowner'S Association,0295422005-4,SUB,333,(702) 515-2042,C/O Thoroughbred Management,2555 W Cheyenne Ave,N Las Vegas,NV,89032,Clark
Park View Crossing Homeowners Association,0094822010-6,REG,77,(702) 515-2042,C/O Thoroughbred Management,2555 W Cheyenne Ave,N Las Vegas,NV,89032,Clark
Portofino At Seven Hills Owners Association,4361-2001,SUB,24,(702) 515-2042,C/O Thoroughbred Management,2555 W Cheyenne Ave,N Las Vegas,NV,89032,Clark
Solana Terrace Homeowners Association,0514182005-0,REG,136,(702) 544-2164,C/O Thoroughbred Management,2555 W Cheyenne Ave,N Las Vegas,NV,89032,Clark
Quail Run Homeowners Association,0041952013-1,REG,24,(702) 515-2042,C/O Thoroughbred Management,2555 W Cheyenne Ave,N Las Vegas,NV,89032,Clark
Windhaven Homeowners Association,0041982013-4,REG,180,(702) 515-2042,C/O Thoroughbred Management,2555 W Cheyenne Ave,N Las Vegas,NV,89032,Clark
Suncrest Homeowners Association,0514132005-5,REG,179,(702) 515-2042,C/O Thoroughbred Management,2555 W Cheyenne Ave,N Las Vegas,NV,89032,Clark
Sundance At The Shadows Homeowners' Association,35658-2004,REG,534,(702) 515-2042,C/O Thoroughbred Management,2555 W Cheyenne Ave,N Las Vegas,NV,89032,Clark
Bunker Vistas Homeowners Association,0318432013-3,REG,41,(702) 515-2042,C/O Thoroughbred Management,2555 W Cheyenne Ave,N Las Vegas,NV,89032,Clark
Cambria Homeowners Association,0223342006-9,REG,85,(702) 515-2042,C/O Thoroughbred Management,2555 W Cheyenne Ave,N Las Vegas,NV,89032,Clark
Santa Bella Homeowners Association,30588-2001,REG,128,(702) 515-2042,C/O Thoroughbred Management,"710 Coronado Center Dr, Suite 120",Henderson,NV,89052,Clark
"Flamingo Trails No. 7 Landscape Maintenance Association, Inc.",29911-1998,REG,63,(702) 515-2042,C/O Thoroughbred Management,2555 W Cheyenne Ave,N Las Vegas,NV,89032,Clark
Griffin Park Homeowner Association,0041932013-9,REG,81,(702) 515-2042,C/O Thoroughbred Management,2555 W Cheyenne Ave,N Las Vegas,NV,89032,Clark
Fort Apache Ranch Homeowners Association,0609272013-5,REG,436,(702) 515-2042,C/O Thoroughbred Management,2555 W Cheyenne Ave,N Las Vegas,NV,89032,Clark
Solana Homeowners Association,17198-2004,REG,98,(702) 515-2042,C/O Thoroughbred Management,2555 W Cheyenne Ave,N Las Vegas,NV,89032,Clark
Park San Miguel Property Owners Association.,11324-1994,REG,45,(702) 515-2042,C/O Thoroughbred Management,2555 W Cheyenne Ave,N Las Vegas,NV,89032,Clark
Monte Bello @ Summerlin Homeowners Association,0490892013-6,SUB,107,(702) 515-2042,C/O Thoroughbred Management,2555 W Cheyenne Ave,N Las Vegas,NV,89032,Clark
Palm Creek Community Association,0862962005-5,REG,106,(702) 515-2042,C/O Thoroughbred Management,2555 W Cheyenne Ave,N Las Vegas,NV,89032,Clark
Estates At Stallion Mountain Homeowners' Association,0080792005-8,REG,500,(702) 515-2042,C/O Thoroughbred Management,2555 W Cheyenne Ave,N Las Vegas,NV,89032,Clark
Barrington Monterossa Owners Association Inc,3975-2002,SUB,194,(702) 515-2042,C/O Thoroughbred Management,2555 W Cheyenne Ave,N Las Vegas,NV,89032,Clark
Estrella Ii Homeowners' Association,0469512005-5,REG,64,(702) 515-2042,C/O Thoroughbred Management,2555 W Cheyenne Ave,N Las Vegas,NV,89031,Clark
Amber Ridge Association,7614-2004,REG,199,(702) 515-2042,C/O Thoroughbred Management,2555 W Cheyenne Ave,N Las Vegas,NV,89032,Clark
Tenaya Crossing Homeowners Association,0146892006-0,REG,169,(702) 515-2042,C/O Thoroughbred Management,2555 W Cheyenne Ave,N Las Vegas,NV,89032,Clark
Falcon Ridge At Lone Mountain Homeowners Association,0223292006-2,REG,134,(702) 515-2042,C/O Thoroughbred Management,2555 W Cheyenne Ave,N Las Vegas,NV,89032,Clark
Loma Pointe Homeowners Association,0397532006-1,REG,32,(702) 565-2042,C/O Thoroughbred Management,2555 W Cheyenne Ave,N Las Vegas,NV,89032,Clark
Fields At Aliante Homeowners Association,4741-2004,SUB,308,(702) 515-2042,C/O Thoroughbred Management,2555 W Cheyenne Ave,N Las Vegas,NV,89032,Clark
Eagle Creek Heights Community Association,1440-1999,REG,118,(702) 515-2042,C/O Thoroughbred Management,2555 W Cheyenne Ave,N Las Vegas,NV,89032,Clark
Diamante West Homeowners Association,0238172006-5,REG,81,(702) 515-2042,C/O Thoroughbred Management,2555 W Cheyenne Ave,N Las Vegas,NV,89032,Clark
Eagle Heights At Elkhorn Springs Homeowners Association Inc,13065-1998,REG,81,(702) 515-2042,C/O Thoroughbred Management,2555 W Cheyenne Ave,N Las Vegas,NV,89032,Clark
Countryside Homeowners Association,5393-1996,REG,497,(702) 515-2042,C/O Thoroughbred Management,710 Coronado Center Dr Ste 120,Henderson,NV,89052,Clark
Village At Craig Ranch Homeowners' Association,152-1995,REG,206,(702) 515-2042,C/O Thoroughbred Management,2555 W Cheyenne Ave,N Las Vegas,NV,89032,Clark
"Ranches Homeowners Association, The",3957-2004,REG,248,(702) 515-2042,C/O Thoroughbred Management,2555 W Cheyenne Ave,N Las Vegas,NV,89032,Clark
Berkshire Estates Homeowners Association,24822-2004,REG,194,(702) 515-2042,C/O Thoroughbred Management,2555 West Cheyenne Ave,N Las Vegas,NV,89032,Clark
Augusta Belford And Ellingwood Homeowners Association,0819242005-6,SUB,250,(702) 515-2042,C/O Thoroughbred Management,2555 W Cheyenne Ave,N Las Vegas,NV,89032,Clark
Mission Del Rey Homeowners Association,0514162005-8,REG,107,(702) 515-2042,C/O Thoroughbred Management,2555 W Cheyenne Ave,N Las Vegas,NV,89032,Clark
Kensington At Providence Homeowners Association,0042682007-1,SUB,137,(702) 515-2042,C/O Thoroughbred Management,2555 W Cheyenne Ave,N Las Vegas,NV,89032,Clark
Astoria Trails South Homeowners Association,10230-1999,REG,225,(702) 515-2042,C/O Thoroughbred Management,2555 W Cheyenne Ave,N Las Vegas,NV,89032,Clark
Valencia Homeowners Association,24161-2002,REG,142,(702) 515-2042,C/O Thoroughbred Management,2555 W Cheyenne Ave,N Las Vegas,NV,89032,Clark
Carnegie Hills Homeowners Association,6320-2003,REG,47,(702) 515-2042,C/O Thoroughbred Management,2555 W Cheyenne Ave,N Las Vegas,NV,89032,Clark
Elkhorn Ponderosa Ii East Homeowners Association,0361942012-6,REG,38,(702) 515-2042,C/O Thoroughbred Management,2555 W Cheyenne Ave,N Las Vegas,NV,89032,Clark
Rancho San Miguel Property Owners Association,5548-1991,REG,46,(702) 515-2042,C/O Thoroughbred Management,2555 W Cheyenne Ave,N Las Vegas,NV,89032,Clark
Madison Hills Homeowners Association,0560262013-6,REG,149,(702) 515-2042,C/O Thoroughbred Management,2555 W Cheyenne Ave,N Las Vegas,NV,89032,Clark
Warm Springs Ranch Homeowners Association,0159062014-6,REG,425,702-515-2042,C/O Thoroughbred Management,2555 W Cheyenne Ave,N Las Vegas,NV,89032,Clark
Wine Ridge Estates Homeowners' Association,979-2005,REG,415,(702) 515-2042,C/O Thoroughbred Management,2555 W Cheyenne Ave,N Las Vegas,NV,89032,Clark
Villa Cortina Homeowners Association,3851-2002,SUB,8,(702) 515-4042,C/O Thoroughbred Management,710 Coronado Center Dr Ste 120,Henderson,NV,89052,Clark
Marbella Community Association,0565762013-1,REG,123,(702) 515-2042,C/O Thoroughbred Management,2555 W Cheyenne Ave,N Las Vegas,NV,89032,Clark
Skyline Ridge Homeowners Association,0560212013-1,REG,159,(702) 515-2042,C/O Thoroughbred Management,2555 W Cheyenne Ave,N Las Vegas,NV,89032,Clark
Eldorado Third Community Association,4800-2002,REG,985,(702) 515-2042,C/O Thoroughbred Management,2555 W Cheyenne Ave,N Las Vegas,NV,89032,Clark
Riverwalk Ranch Crossing Homeowners Association,0379052006-1,SUB,94,(702) 515-2042,C/O Thoroughbred Management,2555 W Cheyenne Ave,N Las Vegas,NV,89032,Clark
Amado Homeowner'S Association,0568642006-1,SUB,503,(702) 515-2042,C/O Thoroughbred Management,2555 W Cheyenne Ave,N Las Vegas,NV,89032,Clark
Water Crest @ Duck Creek Village Homeowners' Association,0367852007-4,REG,65,(702) 515-2042,C/O Thoroughbred Management,2555 W Cheyenne Ave,N Las Vegas,NV,89032,Clark
Parkline Lofts Owners Association,0514712005-5,MSTR,65,(702) 425-9100,C/O Transformation,1801 E Tropicana Ave 9-123,Las Vegas,NV,89119,Clark
Cave Rock Villas Homeowners Association,214-1979,REG,22,(775) 588-8832,C/O Trinity & Associates,Po Box 11403,Zephyr Cove,NV,89448,Douglas
"Summit Village, Inc",590-1968,MSTR,257,(775) 588-8832,C/O Trinity & Associates,Po Box 4677,Stateline,NV,89449,Douglas
Autumn Chase Homeowners Association,34829-2001,REG,46,(702) 395-2399,C/O Triton Hoa Services Llc,7495 W Azure Dr Ste 110,Las Vegas,NV,89130,Clark
Carriage Park Community Association,33388-2000,REG,119,(702) 395-2399,C/O Triton Hoa Services Llc,7495 W Azure Dr,Las Vegas,NV,89130,Clark
Starlight Homeowners Association,14418-1993,REG,48,(702) 395-2399,C/O Triton Hoa Services Llc,7495 West Azure Dr Ste 110,Las Vegas,NV,89130,Clark
Diamond Head Villas Association Phase Ii,9508-1996,REG,32,(702) 395-2399,C/O Triton Hoa Services Llc,7495 W Azure Dr Ste 101,Las Vegas,NV,89130,Clark
Diamond Head Villas Inc,3285-1981,REG,32,(702) 395-2399,C/O Triton Hoa Services Llc,7495 W Azure Dr Ste 101,Las Vegas,NV,89130,Clark
Eagle'S Rock Estates Homeowners Association,0513292011-0,REG,9,(702) 305-2753,C/O Triton Hoa Services Llc,7495 W Azure Drive Ste 110,Las Vegas,NV,89130,Clark
Mountain View Ranch Homeowners Association,21240-2004,REG,10,(702) 395-2399,C/O Triton Hoa Services Llc,7495 W Azure Dr Ste 110,Las Vegas,NV,89130,Clark
Legacy Courtyard Condominium Association,12182-1994,SUB,130,(702) 967-9283,C/O Tsunami Properties Inc,Po Box 95161,Las Vegas,NV,89193,Clark
"Crystal Glen Landscape Maintenance Association, Inc",28787-1998,REG,235,(702) 967-9283,C/O Tsunami Properties Inc,Po Box 95161,Las Vegas,NV,89193,Clark
Minden Townhomes Homeowners Association,4075-2004,REG,31,(775) 885-5055,C/O Valley Realty & Management,3246 N Carson St Ste 100,Carson City,NV,89706,Douglas
Eagle Highlands Phase Ii Homeowners Association,2540-1983,REG,92,(775) 885-5055,C/O Valley Realty & Management,Po Box 2234,Carson City,NV,89702,Carson City
Stafford Greens Association Unit No. 4,1443-1981,REG,18,(775) 885-5055,C/O Valley Realty & Management,Po Box 597,Carson City,NV,89702,Carson City
"Moundhouse Toy Shed Owners, Inc., A Non-Profit Corporation",0243232005-9,REG,160,(775) 885-5055,C/O Valley Realty & Management,3246 N Carson St Ste 100,Carson City,NV,89706,Lyon
"Franktown Estates Homeowner Association, Inc.",4274-1994,REG,107,(775) 885-5055,C/O Valley Realty & Management,3246 N Carson St Ste 100,Carson City,NV,89706,Washoe
Fifth Avenue Townhouse Owners Association,499-1979,REG,90,(775) 885-5055,C/O Valley Realty & Management,3246 N Carson St Ste 100,Carson City,NV,89706,Carson City
Skyline Ranch Association,32544-2002,REG,131,(775) 885-5055,C/O Valley Realty & Management,3246 N Carson St Ste 100,Carson City,NV,89706,Douglas
North Fork Trails Homeowner'S Association,4746-2004,REG,39,(775) 885-5055,C/O Valley Realty & Management,3246 N Carson St Ste 100,Carson City,NV,89706,Douglas
"Meadows Homeowners Association. , The",9457-1991,REG,52,(775) 885-5055,C/O Valley Realty & Management,Po Box 205,Carson City,NV,89702,Carson City
Stafford Greens Association Unit No. 6,10062-1993,REG,36,(775) 885-5055,C/O Valley Realty & Management,Po Box 3774,Carson City,NV,89702,Carson City
Genoa Lakes Association,3987-1993,REG,221,(775) 885-5055,C/O Valley Realty & Management,Po Box 1813,Carson City,NV,89702,Douglas
Spring Meadow Development Homeowners Association Inc,2443-1989,REG,44,(775) 885-5055,C/O Valley Realty & Management,3246 N Carson St Ste 100,Carson City,NV,89706,Carson City
Governor'S Square Townhomes Homeowners Association,0244332007-4,REG,56,(775) 885-5055,C/O Valley Realty & Management,3246 N Carson St Ste 100,Carson City,NV,89706,Carson City
Stafford Glen Homeowners Association,4046-1987,REG,36,(775) 855-5055,C/O Valley Realty & Management,Po Box 1155,Carson City,NV,89702,Carson City
Eagle Highlands Owners Assoc,2029-1973,REG,96,(775) 885-5055,C/O Valley Realty & Management,Po Box 2304,Carson City,NV,89702,Carson City
Santa Maria Ranch Homeowners' Association,0099962005-0,MSTR,568,(775) 885-5055,C/O Valley Realty & Management,3246 N Carson St Ste 100,Carson City,NV,89706,Lyon
Quail Run Seniors Resort Community Property Owner'S Association,11969-1995,REG,129,(775) 885-5055,C/O Valley Realty & Management,"3246 N. Carson St, Ste 100",Carson City,NV,89706,Carson City
Hoshi Terrace Association,7176-2002,SUB,30,(775) 885-5055,C/O Valley Realty & Management,3246 N Carson St Ste 100,Carson City,NV,89706,Douglas
"Carson Villas Homeowner Association, Inc",0446122005-1,REG,46,(775) 885-5055,C/O Valley Realty & Management,3246 N Carson St Ste 100,Carson City,NV,89706,Carson City
Mshoa,11057-2002,REG,16,(775) 885-5055,C/O Valley Realty & Management,3246 N Carson St Ste 100,Carson City,NV,89706,Douglas
Hidden Lake Ranch Property Owners Association,18452-1999,REG,16,(775) 885-5055,C/O Valley Realty & Management,3246 N Carson St,Carson City,NV,89706,Carson City
Lake Glen Manor Association Inc,1324-1971,REG,88,775 885-5055,C/O Valley Realty & Management,3246 N Carson St Ste 100,Carson City,NV,89706,Carson City
Double Tree Homeowners Association,5721-1995,REG,68,(775) 885-5055,C/O Valley Realty & Management,"3246 N. Carson Street, Ste 100",Carson City,NV,89706,Carson City
Long Street Townhouses Homeowners Association,0677552005-1,REG,41,(775) 885-5055,C/O Valley Realty & Management,3246 N Carson St Ste 100,Carson City,NV,89706,Carson City
